"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"FDD21",10.3,"regular",0.030693756,"Fruits and Vegetables",114.2176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2175.8344,17,"Medium"
"NCY42",6.38,"low fat",0.015162573,"Household",145.147,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3006.087,29,"High"
"FDH28",15.85,"regular",0.110254143,"Frozen Foods",37.0506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",986.7156,41,"Low"
"NCZ29",15,"low fat",0.119461188,"Health and Hygiene",126.3362,"OUT010",1998,"Unknown","Tier 3","Grocery Store",503.3448,28,"Medium"
"FDN60",15.1,"low fat",0.095158081,"Baking Goods",159.2604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2852.2872,29,"High"
"NCW06",16.2,"low fat",0.050545502,"Household",191.6162,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1731.7458,17,"High"
"NCS30",5.945,"low fat",0.093405156,"Household",129.3652,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4391.6168,17,"Medium"
"FDW26",11.8,"regular",0.179191782,"Dairy",224.2772,"OUT010",1998,"Unknown","Tier 3","Grocery Store",667.1316,28,"Premium"
"FDQ01",19.7,"regular",0.160951491,"Canned",256.1014,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3060.0168,27,"Premium"
"FDH27",7.075,"low fat",0.102157958,"Dairy",145.0128,"OUT019",1985,"Small","Tier 1","Grocery Store",143.8128,41,"High"
"NCX41",19,"low fat",0.017791458,"Health and Hygiene",211.9244,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2117.244,17,"Premium"
"FDH58",12.3,"low fat",0.036997104,"Snack Foods",115.9834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2073.3012,27,"Medium"
"DRB25",12.3,"low fat",0.116261335,"Soft Drinks",107.0938,"OUT010",1998,"Unknown","Tier 3","Grocery Store",214.3876,28,"Medium"
"FDG45",8.1,"low fat",0.12829573,"Fruits and Vegetables",210.4902,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5309.755,24,"Premium"
"FDP11",15.85,"low fat",0.069100548,"Breads",216.6166,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4136.6154,29,"Premium"
"FDV19",14.85,"regular",0.035257037,"Fruits and Vegetables",161.2578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4171.9028,29,"High"
"FDT32",19,"regular",0.065633934,"Fruits and Vegetables",186.5214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2261.0568,29,"High"
"NCU53",5.485,"low fat",0.042743728,"Health and Hygiene",166.2842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1989.4104,22,"High"
"NCA30",19,"low fat",0.129309277,"Household",188.8872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3592.6568,22,"High"
"FDH20",16.1,"regular",0.024987903,"Fruits and Vegetables",98.441,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",868.869,19,"Medium"
"DRD25",6.135,"low fat",0.079132212,"Soft Drinks",114.286,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2376.906,29,"Medium"
"FDK25",11.6,"regular",0.156802171,"Breakfast",168.0474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4379.6324,22,"High"
"FDF02",16.2,"low fat",0.103634038,"Canned",101.399,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1031.99,27,"Medium"
"FDC04",15.6,"low fat",0.045055587,"Dairy",242.3854,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2416.854,27,"Premium"
"FDH21",10.395,"low fat",0.031199028,"Seafood",159.4604,"OUT013",1987,"High","Tier 3","Supermarket Type1",316.9208,39,"High"
"DRG03",14.5,"low fat",0.062239081,"Dairy",154.2998,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1691.7978,17,"High"
"NCY06",15.25,"low fat",0.06153089,"Household",132.2968,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1696.4584,19,"Medium"
"FDM08",10.1,"regular",0.053692878,"Fruits and Vegetables",222.9088,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5145.3024,24,"Premium"
"NCD31",12.1,"low fat",0.01545846,"Household",166.0526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3617.9572,27,"High"
"FDU09",7.71,"regular",0.06627464,"Snack Foods",54.1956,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3002.758,41,"Low"
"FDB49",8.3,"regular",0.030274175,"Baking Goods",98.5384,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1872.2296,17,"Medium"
"FDQ58",7.315,"low fat",0.015332872,"Snack Foods",154.034,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",612.536,24,"High"
"FDJ58",15.6,"regular",0.10589167,"Snack Foods",172.6764,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2920.1988,19,"High"
"NCN30",16.35,"low fat",0.016910914,"Household",96.641,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1544.656,41,"Medium"
"FDA52",16.2,"regular",0.128621941,"Frozen Foods",175.537,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3528.74,27,"High"
"NCN42",20.25,"low fat",0.014153743,"Household",145.6418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3825.6868,41,"High"
"FDF04",17.5,"low fat",0.013637046,"Frozen Foods",258.5304,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6199.9296,29,"Premium"
"FDY15",18.25,"regular",0.171523928,"Dairy",155.863,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2346.945,17,"High"
"FDT03",21.25,"low fat",0.009950343,"Meat",185.5608,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3307.6944,41,"High"
"DRL59",16.75,"low fat",0.037160705,"Hard Drinks",54.2298,"OUT019",1985,"Small","Tier 1","Grocery Store",161.7894,41,"Low"
"FDW08",12.1,"low fat",0.148986013,"Fruits and Vegetables",106.528,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1171.808,17,"Medium"
"FDO50",16.25,"low fat",0.078103689,"Canned",91.1804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,39,"Medium"
"FDP26",7.785,"low fat",0.140121306,"Dairy",102.5306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.8978,17,"Medium"
"FDX01",10.1,"low fat",0.040446145,"Canned",118.115,"OUT010",1998,"Unknown","Tier 3","Grocery Store",116.515,28,"Medium"
"FDU22",12.35,"low fat",0.093824276,"Snack Foods",119.9124,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2014.7108,19,"Medium"
"FDQ08",15.7,"regular",0.018926773,"Fruits and Vegetables",60.2536,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1163.8184,22,"Low"
"NCN54",20.35,"low fat",0.021322439,"Household",79.1328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1235.7248,22,"Medium"
"FDR01",5.405,"regular",0.05336162,"Canned",200.1742,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6171.3002,41,"High"
"FDB53",13.35,"low fat",0.138777108,"Frozen Foods",147.5392,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5219.872,41,"High"
"DRN47",12.1,"low fat",0.016823566,"Hard Drinks",178.566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3775.086,22,"High"
"FDR39",20.35,"low fat",0.083799283,"Meat",184.1292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2189.1504,29,"High"
"NCL30",18.1,"low fat",0.048940428,"Household",127.5336,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1789.6704,29,"Medium"
"FDT02",12.6,"low fat",0.02429329,"Dairy",33.4874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",105.8622,17,"Low"
"FDT25",7.5,"low fat",0.050829881,"Canned",122.7072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1470.0864,27,"Medium"
"FDH53",20.5,"regular",0.019238839,"Frozen Foods",83.2592,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1155.8288,19,"Medium"
"DRB48",16.75,"regular",0.024994069,"Soft Drinks",37.4822,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",549.9508,19,"Low"
"FDX16",17.85,"low fat",0.110152524,"Frozen Foods",150.205,"OUT010",1998,"Unknown","Tier 3","Grocery Store",149.805,28,"High"
"FDH48",13.5,"low fat",0.060603014,"Baking Goods",85.554,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1731.08,24,"Medium"
"FDF20",12.85,"low fat",0.033192524,"Fruits and Vegetables",199.0768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3153.2288,39,"High"
"FDJ03",12.35,"regular",0.121174241,"Dairy",47.8692,"OUT010",1998,"Unknown","Tier 3","Grocery Store",49.2692,28,"Low"
"DRJ35",10.1,"low fat",0.046848053,"Hard Drinks",60.6878,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",363.5268,19,"Low"
"NCN17",11,"low fat",0.05489331,"Health and Hygiene",101.9358,"OUT013",1987,"High","Tier 3","Supermarket Type1",1105.8938,39,"Medium"
"FDN09",14.15,"low fat",0.034868095,"Snack Foods",243.7828,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6579.4356,22,"Premium"
"NCR30",20.6,"low fat",0.070933894,"Household",74.8696,"OUT013",1987,"High","Tier 3","Supermarket Type1",223.7088,39,"Medium"
"FDW23",5.765,"low fat",0.0821398,"Baking Goods",37.2164,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",579.246,27,"Low"
"DRN35",8.01,"low fat",0.117580062,"Hard Drinks",36.6532,"OUT010",1998,"Unknown","Tier 3","Grocery Store",71.9064,28,"Low"
"FDL08",10.8,"low fat",0.049819857,"Fruits and Vegetables",243.2144,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1225.072,24,"Premium"
"DRL35",15.7,"low fat",0.030877303,"Hard Drinks",42.177,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",735.709,19,"Low"
"NCS42",8.6,"low fat",0.069524391,"Household",91.8146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2371.5796,27,"Medium"
"NCY29",13.65,"low fat",0.076860103,"Health and Hygiene",55.993,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1471.418,41,"Low"
"FDO32",6.36,"low fat",0.121034655,"Fruits and Vegetables",47.506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1071.938,17,"Low"
"NCU17",5.32,"low fat",0.092865746,"Health and Hygiene",100.6674,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2648.5524,22,"Medium"
"FDY03",17.6,"regular",0.075753207,"Meat",111.1202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3150.5656,41,"Medium"
"NCI30",20.25,"low fat",0.103188491,"Household",244.346,"OUT019",1985,"Small","Tier 1","Grocery Store",246.346,41,"Premium"
"FDI04",13.65,"regular",0.072559351,"Frozen Foods",199.3426,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3757.1094,41,"High"
"FDC35",7.435,"low fat",0.122735471,"Starchy Foods",205.2638,"OUT013",1987,"High","Tier 3","Supermarket Type1",3520.0846,39,"High"
"FDN38",6.615,"regular",0.091971856,"Canned",251.6408,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6008.1792,29,"Premium"
"FDJ48",11.3,"low fat",0.056434817,"Baking Goods",247.8118,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2964.1416,29,"Premium"
"FDH57",10.895,"low fat",0.035740763,"Fruits and Vegetables",131.9284,"OUT035",2004,"Small","Tier 2","Supermarket Type1",659.142,22,"Medium"
"FDI40",11.5,"regular",0.125602951,"Frozen Foods",100.8358,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2111.2518,29,"Medium"
"FDF50",4.905,"low fat",0.116762173,"Canned",198.9768,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4729.8432,41,"High"
"FDA07",7.55,"regular",0.030918873,"Fruits and Vegetables",123.9072,"OUT013",1987,"High","Tier 3","Supermarket Type1",1102.5648,39,"Medium"
"FDZ60",20.5,"low fat",0.119848041,"Baking Goods",109.4596,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",431.4384,17,"Medium"
"FDW38",5.325,"regular",0.139464425,"Dairy",53.2298,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1240.3854,19,"Low"
"NCF55",6.675,"low fat",0.021666335,"Household",33.3874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1235.059,29,"Low"
"FDR37",16.5,"regular",0.066249551,"Breakfast",183.3292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2006.7212,29,"High"
"FDZ33",10.195,"low fat",0.107564024,"Snack Foods",149.0076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1182.4608,27,"High"
"FDV01",19.2,"regular",0.085122855,"Canned",155.4314,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3568.0222,24,"High"
"FDI02",15.7,"regular",0.115031783,"Canned",114.1202,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",787.6414,17,"Medium"
"DRH25",18.7,"low fat",0.014580886,"Soft Drinks",50.2324,"OUT013",1987,"High","Tier 3","Supermarket Type1",623.1888,39,"Low"
"NCY29",13.65,"low fat",0.077548732,"Health and Hygiene",55.093,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",452.744,17,"Low"
"FDR04",7.075,"low fat",0.022457694,"Frozen Foods",98.6068,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2430.17,41,"Medium"
"FDR44",6.11,"regular",0.103129612,"Fruits and Vegetables",129.5968,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2348.9424,24,"Medium"
"FDJ41",6.85,"low fat",0.023012718,"Frozen Foods",262.0594,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1569.9564,19,"Premium"
"FDL43",10.1,"low fat",0.026933321,"Meat",78.467,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3292.381,41,"Medium"
"FDB21",7.475,"low fat",0.149360698,"Fruits and Vegetables",243.4854,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1691.7978,19,"Premium"
"NCU42",9,"low fat",0.019586115,"Household",170.2474,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4211.185,17,"High"
"FDY21",15.1,"low fat",0.1736572165,"Snack Foods",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",3142.576,39,"High"
"FDK58",11.35,"regular",0.045063137,"Snack Foods",101.5016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",202.4032,29,"Medium"
"DRD13",15,"low fat",0.049155769,"Soft Drinks",65.2168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",958.752,27,"Low"
"FDU35",6.44,"low fat",0.1057110225,"Breads",98.27,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88,29,"Medium"
"FDX23",6.445,"low fat",0.049697923,"Baking Goods",95.0436,"OUT010",1998,"Unknown","Tier 3","Grocery Store",94.5436,28,"Medium"
"FDQ39",14.8,"low fat",0.081206491,"Meat",189.2846,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1719.7614,24,"High"
"FDR31",6.46,"regular",0.048924811,"Fruits and Vegetables",147.4102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3207.8244,41,"High"
"FDS28",8.18,"regular",0.082386011,"Frozen Foods",56.6588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",687.1056,22,"Low"
"DRN36",15.2,"low fat",0.050279604,"Soft Drinks",94.1752,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2109.2544,24,"Medium"
"FDX60",14.35,"low fat",0.080203852,"Baking Goods",77.996,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2716.464,41,"Medium"
"NCB54",8.76,"low fat",0.050335829,"Health and Hygiene",126.2336,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1406.1696,19,"Medium"
"FDC15",18.1,"low fat",0.178694026,"Dairy",158.9288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1571.288,17,"High"
"NCP17",19.35,"low fat",0.027580163,"Health and Hygiene",62.2168,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1661.8368,41,"Low"
"FDY39",5.305,"regular",0.04710181,"Meat",181.8608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4594.02,27,"High"
"FDH33",12.85,"low fat",0.121914662,"Snack Foods",43.5428,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",615.1992,27,"Low"
"FDG09",20.6,"regular",0.047704151,"Fruits and Vegetables",187.2556,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4506.1344,41,"High"
"FDO10",13.65,"regular",0.01268995,"Snack Foods",56.4588,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",973.3996,41,"Low"
"FDD39",16.7,"low fat",0.06981517,"Dairy",214.385,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4327.7,41,"Premium"
"FDJ09",15,"low fat",0.058513255,"Snack Foods",46.9744,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",679.116,24,"Low"
"DRQ35",9.3,"low fat",0.042357203,"Hard Drinks",123.2388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1857.582,27,"Medium"
"FDV38",19.25,"low fat",0.101932076,"Dairy",54.5956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",764.3384,27,"Low"
"FDJ60",19.35,"regular",0.062476391,"Baking Goods",164.5184,"OUT013",1987,"High","Tier 3","Supermarket Type1",1651.184,39,"High"
"FDJ15",11.35,"regular",0.023454399,"Dairy",181.9608,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1653.8472,19,"High"
"FDR08",18.7,"low fat",0.037681448,"Fruits and Vegetables",111.0886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",222.3772,27,"Medium"
"FDZ55",6.055,"low fat",0.025408702,"Fruits and Vegetables",160.892,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88,29,"High"
"FDL10",8.395,"low fat",0.039572298,"Snack Foods",100.9042,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1686.4714,24,"Medium"
"FDJ34",11.8,"regular",0.093202196,"Snack Foods",125.5704,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1001.3632,41,"Medium"
"FDW60",5.44,"regular",0.016979326,"Baking Goods",177.037,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3352.303,41,"High"
"FDK08",9.195,"regular",0.122304725,"Fruits and Vegetables",99.2016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",809.6128,29,"Medium"
"NCE42",21.1,"low fat",0.010600287,"Household",233.9958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1869.5664,22,"Premium"
"FDR39",20.35,"low fat",0.084273286,"Meat",181.7292,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4013.4424,19,"High"
"NCN17",11,"low fat",0.055162827,"Health and Hygiene",100.3358,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",904.8222,17,"Medium"
"NCR05",10.1,"low fat",0.054741627,"Health and Hygiene",200.2084,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3174.5344,24,"High"
"FDV48",9.195,"regular",0.051366901,"Baking Goods",77.0644,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3221.1404,41,"Medium"
"DRF27",8.93,"low fat",0.028533032,"Dairy",151.434,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1225.072,17,"High"
"NCF07",9,"low fat",0.032072321,"Household",102.2016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1416.8224,27,"Medium"
"FDF40",20.25,"regular",0.022507877,"Dairy",248.1092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4731.1748,22,"Premium"
"FDO28",5.765,"low fat",0.072410764,"Frozen Foods",122.5098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1084.5882,27,"Medium"
"FDB23",19.2,"regular",0.005611367,"Starchy Foods",226.2062,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1579.9434,17,"Premium"
"FDV48",9.195,"regular",0.051697108,"Baking Goods",79.2644,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",864.2084,27,"Medium"
"FDM45",8.655,"regular",0.08819473,"Snack Foods",119.6756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2423.512,29,"Medium"
"FDC16",11.5,"regular",0.020611526,"Dairy",84.954,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",865.54,24,"Medium"
"DRE25",15.35,"low fat",0.072928316,"Soft Drinks",94.412,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1304.968,41,"Medium"
"FDY35",17.6,"regular",0.0160526,"Breads",43.9402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1286.3256,27,"Low"
"FDR22",19.35,"regular",0.018600249,"Snack Foods",110.2544,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2908.2144,24,"Medium"
"FDZ10",17.85,"low fat",0.04453262,"Snack Foods",127.202,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2656.542,27,"Medium"
"FDY15",18.25,"regular",0.299097859,"Dairy",157.863,"OUT019",1985,"Small","Tier 1","Grocery Store",469.389,41,"High"
"DRA24",19.35,"regular",0.039895009,"Soft Drinks",162.4868,"OUT013",1987,"High","Tier 3","Supermarket Type1",4422.2436,39,"High"
"FDV37",13,"regular",0.083683243,"Canned",198.5426,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1186.4556,24,"High"
"FDO10",13.65,"regular",0.012749289,"Snack Foods",58.8588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",973.3996,22,"Low"
"FDR59",14.5,"regular",0.063554289,"Breads",263.6594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3401.5722,41,"Premium"
"FDR34",17,"regular",0.016030344,"Snack Foods",228.0352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2748.4224,17,"Premium"
"FDG16",15.25,"low fat",0.090324849,"Frozen Foods",214.4192,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4961.5416,19,"Premium"
"FDO03",10.395,"regular",0.03670437,"Meat",228.1352,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9390.4432,41,"Premium"
"FDC09",15.5,"regular",0.026342897,"Fruits and Vegetables",104.1332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1230.3984,27,"Medium"
"FDJ52",7.145,"low fat",0.017783501,"Frozen Foods",159.4578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3209.156,22,"High"
"FDL33",7.235,"low fat",0.167316771,"Snack Foods",197.5452,"OUT010",1998,"Unknown","Tier 3","Grocery Store",195.7452,28,"High"
"FDJ53",10.5,"low fat",0.071660976,"Frozen Foods",119.7098,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2410.196,19,"Medium"
"FDX08",12.85,"low fat",0.039576776,"Fruits and Vegetables",179.9318,"OUT019",1985,"Small","Tier 1","Grocery Store",360.8636,41,"High"
"FDK32",16.25,"regular",0.049074897,"Fruits and Vegetables",154.2682,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3354.3004,24,"High"
"FDM20",10,"low fat",0.038904624,"Fruits and Vegetables",245.4144,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",6615.3888,19,"Premium"
"NCJ42",19.75,"low fat",0.01438222,"Household",102.2332,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3075.996,19,"Medium"
"FDI50",8.42,"regular",0.030968306,"Canned",227.8352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3435.528,17,"Premium"
"FDZ15",13.1,"low fat",0.0208869685,"Dairy",117.8782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2741.0986,22,"Medium"
"NCK18",9.6,"low fat",0.006708517,"Household",164.2184,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1981.4208,24,"High"
"FDW33",9.395,"low fat",0.099681254,"Snack Foods",106.428,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1917.504,19,"Medium"
"NCT05",10.895,"low fat",0.021037197,"Health and Hygiene",255.9672,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4857.6768,17,"Premium"
"FDZ16",16.85,"regular",0.279886948,"Frozen Foods",193.1478,"OUT019",1985,"Small","Tier 1","Grocery Store",387.4956,41,"High"
"NCV17",18.85,"low fat",0.016107549,"Health and Hygiene",129.7626,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3016.7398,29,"Medium"
"FDE34",9.195,"low fat",0.108330902,"Snack Foods",183.6634,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2726.451,17,"High"
"FDH44",19.1,"regular",0.025924623,"Fruits and Vegetables",148.0418,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3825.6868,24,"High"
"NCK06",5.03,"low fat",0.008664064,"Household",119.3756,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",605.878,24,"Medium"
"FDS46",17.6,"regular",0.047330801,"Snack Foods",120.8782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2621.9204,27,"Medium"
"NCO42",21.25,"low fat",0.024756031,"Household",146.7102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1603.9122,17,"High"
"FDL13",13.85,"regular",0.056406129,"Breakfast",231.43,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3029.39,27,"Premium"
"FDK14",6.98,"low fat",0.0413383,"Canned",83.3934,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",491.3604,19,"Medium"
"FDX13",7.725,"low fat",0.047879864,"Canned",250.2092,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3984.1472,24,"Premium"
"DRI47",14.7,"low fat",0.021005399,"Hard Drinks",144.5128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2588.6304,17,"High"
"FDG22",17.6,"regular",0.041615224,"Snack Foods",37.219,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",366.19,19,"Low"
"FDA13",15.85,"low fat",0.07867708,"Canned",37.8506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",341.5554,27,"Low"
"FDE46",18.6,"low fat",0.015769693,"Snack Foods",152.1366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1813.6392,29,"High"
"FDX25",16.7,"low fat",0.102633047,"Canned",180.8292,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3466.1548,19,"High"
"FDC58",10.195,"low fat",0.04217956,"Snack Foods",44.2428,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",703.0848,19,"Low"
"NCA42",6.965,"low fat",0.028710065,"Household",158.1604,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2693.8268,19,"High"
"FDV01",19.2,"regular",0.085082648,"Canned",153.5314,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2171.8396,27,"High"
"FDU24",6.78,"regular",0.140163038,"Baking Goods",94.212,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1025.332,29,"Medium"
"FDO51",6.785,"regular",0.042153502,"Meat",44.0112,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",340.8896,17,"Low"
"NCN14",19.1,"low fat",0.15385153,"Others",185.1608,"OUT010",1998,"Unknown","Tier 3","Grocery Store",551.2824,28,"High"
"FDT37",14.15,"low fat",0.061753511,"Canned",253.3014,"OUT019",1985,"Small","Tier 1","Grocery Store",510.0028,41,"Premium"
